																				
																					
													Mixed Door Cabinet								
"Shandong Hongtai Electrical Appliance Co., Ltd"	Centaur Plus	Commercial storage refrigerator	CSD-2DR-TSI-ES		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	43			82.7	210	32.7	3.7	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	Centaur Plus	Glass Door Merchandiser	CGD-1DR-23		Glass Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	18.9			79.5	201.9	31.9	3.5	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	Centaur Plus	Glass Door Merchandiser	CGD-2DR-48		Glass Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	43.4			79.5	201.9	31.9	5.95	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	COOLMAN	Glass Door Merchandiser	CTN-27PG		Glass Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	18.9			79.5	201.9	31.9	3.5	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	COOLMAN	Glass Door Merchandiser	CTN-54PG		Glass Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	43.4			79.5	201.9	31.9	5.95	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	"Entr̩e, Better Bilt, California Cooking"	Commercial storage refrigerator	CR1-ES		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	18.1			82.7	210	32.7	2.75	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	"Entr̩e, Better Bilt, California Cooking"	Commercial storage refrigerator	CR1-TSI-ES		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	18.1			82.7	210	32.7	2.75	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	"Entr̩e, Better Bilt, California Cooking"	Commercial storage refrigerator	CR2-ES		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	41.8			82.7	210	32.7	3.7	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	"Entr̩e, Better Bilt, California Cooking"	Commercial storage refrigerator	CR2-TSI-ES		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	43			82.7	210	32.7	3.7	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	"Entr̩e, Better Bilt, California Cooking"	Glass Door Merchandiser	EGD-1DR-23		Glass Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	18.9			79.5	201.9	31.9	3.5	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	"Entr̩e, Victory, California Cooking"	Glass Door Merchandiser	EGD-2DR-48		Glass Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	43.4			79.5	201.9	31.9	5.95	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	FIRSCOOL	Commercial storage refrigerator	27RES		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	18.1			82.7	210	32.7	2.75	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	FIRSCOOL	Commercial storage refrigerator	28RES		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	18.1			82.7	210	32.7	2.75	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	FIRSCOOL	Commercial storage refrigerator	54RES		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	41.8			82.7	210	32.7	3.7	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	FIRSCOOL	Commercial storage refrigerator	56RES		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	43			82.7	210	32.7	3.7	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	FIRSCOOL	Glass Door Merchandiser	HGD-23R		Glass Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	18.9			79.5	201.9	31.9	3.5	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	FIRSCOOL	Glass Door Merchandiser	HGD-48R		Glass Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	43.4			79.5	201.9	31.9	5.95	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	ICB	Commercial storage refrigerator	ICBR-27ES		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	18.1			82.7	210	32.7	2.75	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	ICB	Commercial storage refrigerator	ICBR-28ES		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	18.1			82.7	210	32.7	2.75	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	ICB	Commercial storage refrigerator	ICBR-54ES		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	41.8			82.7	210	32.7	3.7	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	ICB	Commercial storage refrigerator	ICBR-56ES		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	43			82.7	210	32.7	3.7	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	ICB	Glass Door Merchandiser	ICBGR-23		Glass Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	18.9			79.5	201.9	31.9	3.5	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	ICB	Glass Door Merchandiser	ICBGR-48		Glass Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	43.4			79.5	201.9	31.9	5.95	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	Maxx Cold	Commercial storage refrigerator	MXCR-23FD		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	18.1			82.7	210	32.7	2.75	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	Maxx Cold	Commercial storage refrigerator	MXCR-49FD		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	43			82.7	210	32.7	3.7	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	Maxx Cold	Commercial storage refrigerator	MXCRB-23FD		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	18.1			82.7	210	32.7	2.75	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	Maxx Cold	Commercial storage refrigerator	MXCRB-23FDRE		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	18.1			82.7	210	32.7	2.75	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	Maxx Cold	Commercial storage refrigerator	MXCRB-49FD		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	41.8			82.7	210	32.7	3.7	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	Maxx Cold	Commercial storage refrigerator	MXCRB-49FDRE		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	41.8			82.7	210	32.7	3.7	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	Maxx Cold	Glass Door Merchandiser	MXM1-23R		Glass Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	18.9			79.5	201.9	31.9	3.5	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	Maxx Cold	Glass Door Merchandiser	MXM1-23RRE		Glass Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	18.9			79.5	201.9	31.9	3.5	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	Maxx Cold	Glass Door Merchandiser	MXM2-48R		Glass Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	43.4			79.5	201.9	31.9	5.95	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	Maxx Cold	Glass Door Merchandiser	MXM2-48RRE		Glass Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	43.4			79.5	201.9	31.9	5.95	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	Polar	Commercial storage refrigerator	GE001		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	18.1			82.7	210	32.7	2.75	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	Polar	Commercial storage refrigerator	GE002		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	41.8			82.7	210	32.7	3.7	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	Polar	Glass Door Merchandiser	GE019		Glass Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	43.4			79.5	201.9	31.9	5.95	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	Polar	Glass Door Merchandiser	GE022		Glass Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	18.9			79.5	201.9	31.9	3.5	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	SERV-WARE	Commercial storage refrigerator	GR-23		Glass Door Refrigerator Cabinet	Vertical		Automatic	1	0	Hinged	18.9			79.5	201.9	31.9	3.5	R-134A	10/30/2012	10/16/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	SERV-WARE	Commercial storage refrigerator	GR-48		Glass Door Refrigerator Cabinet	Vertical		Automatic	2	0	Hinged	43.4			79.5	201.9	31.9	5.95	R-134A	10/30/2012	10/16/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	SERV-WARE	Commercial storage refrigerator	RR-1		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	18.1			82.7	210	32.7	2.75	R-134A	10/30/2012	10/16/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	SERV-WARE	Commercial storage refrigerator	RR-2		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	41.8			82.7	210	32.7	3.7	R-134A	10/30/2012	10/16/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	US	Commercial storage refrigerator	USPCB-27R		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	18.1			82.7	210	32.7	2.75	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	US	Commercial storage refrigerator	USPCB-54R		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	41.8			82.7	210	32.7	3.7	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	US	Commercial storage refrigerator	USPCT-28R		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	18.1			82.7	210	32.7	2.75	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	US	Commercial storage refrigerator	USPCT-56R		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	43			82.7	210	32.7	3.7	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	US	Glass Door Merchandiser	USA-24R		Glass Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	18.9			79.5	201.9	31.9	3.5	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	US	Glass Door Merchandiser	USA-48R		Glass Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	43.4			79.5	201.9	31.9	5.95	R-134A	5/30/2012	5/19/2012
The Delfield Company	Delfield	186114BUCM	186114BUCM	"186114BSTM,186114BSTM,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	3	Hinged	37.24			36	114	31.5	3.36	R-404A	5/11/2011	9/19/2012
The Delfield Company	Delfield	18648BUCM	18648BUCM	"18648BSTM,18648BSTM,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	10.23			36	48	31.5	1.83	R-404A	5/11/2011	9/12/2012
The Delfield Company	Delfield	18660BUCM	18660BUCM	"18660BSTM,18660BSTM,; 18WC60,18WC60,; F18WC60,F18WC60,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	15.12			36	48	31.5	1.94	R-404A	5/11/2011	12/3/2012
The Delfield Company	Delfield	"18672BUCM, 18672BSTM"	"18672BUCM, 18672BSTM"		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	18.1			36	48	31.5	2.09	R-404A	5/11/2011	9/19/2012
The Delfield Company	Delfield	18691BUCM	18691BUCM	"18691BSTM,18691BSTM,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	3	Hinged	24.48			36	91	31.5	2.92	R-404A	5/11/2011	9/19/2012
The Delfield Company	Delfield	18699BUCM	18699BUCM	"18699BSTM,18699BSTM,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	3	Hinged	27.46			36	99	31.5	2.98	R-404A	5/11/2011	9/19/2012
The Delfield Company	Delfield	406CA	406CA	"402,402,; 402-A11,402-A11,; 402-A18,402-A18,; 402-A2,402-A2,; 402-A36,402-A36,; 402-A75,402-A75,; 402-A9,402-A9,; 402-DD1,402-DD1,; 402-DHL,402-DHL,; 402-DHL-A23,402-DHL-A23,; 402-KR1,402-KR1,; 406,406,; 406-A18,406-A18,; 406-A2,406-A2,; 406-A23,406-A23,; 406-A5,406-A5,; 406-A8,406-A8,; 406-A9,406-A9,; 406-DHL,406-DHL,; 406-DHL,406-DHL,; 406-DHL-A18,406-DHL-A18,; 406-DHL-A2,406-DHL-A2,; 406-DHL-A5,406-DHL-A5,; 406-DHL-JIB1,406-DHL-JIB1,; 406-DHL-RB1,406-DHL-RB1,; 406-JIB1,406-JIB1,; 406-KK1,406-KK1,; 406-RB1,406-RB1,; 406-STAR,406-STAR,; 406-STAR-CCT,406-STAR-CCT,; 406-STAR2,406-STAR2,; 406-STAR3,406-STAR3,; 406-STAR4,406-STAR4,; 406-STAR6,406-STAR6,; 406CA-A2,406CA-A2,; 406CA-A20,406CA-A20,; 406CA-A33,406CA-A33,; 406CA-A5,406CA-A5,; 406CA-A9,406CA-A9,; 406CA-CBPL,406CA-CBPL,; 406CA-CBPR,406CA-CBPR,; 406CA-DD1,406CA-DD1,; 406CA-DD2,406CA-DD2,; 406CA-DHL,406CA-DHL,; 406CA-DHL-A2,406CA-DHL-A2,; 406CA-DHL-A33,406CA-DHL-A33,; 406CA-DHL-A5,406CA-DHL-A5,; 406CA-DHL-DD1,406CA-DHL-DD1,; 406CA-DHL-DD2,406CA-DHL-DD2,; 406CA-DHL-DD3,406CA-DHL-DD3,; 406CA-DHL-KFC1,406CA-DHL-KFC1,; 406CA-M327,406CA-M327,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	5.7	0	5.7	33.25	27.25	27.75	1.88	R-404A	5/16/2011	12/3/2012
The Delfield Company	Delfield	406-DHL-MD1	406-DHL-MD1	"402-A3,402-A3,; 402-A60,402-A60,; 402-DHL-MD1,402-DHL-MD1,; 402-DHL-MD2,402-DHL-MD2,; 402-DHL-MD3,402-DHL-MD3,; 402-DHL-MD4,402-DHL-MD4,; 402-DHL-MD5,402-DHL-MD5,; 402-MD1,402-MD1,; 402-MD2,402-MD2,; 402-MD3,402-MD3,; 402-MD5,402-MD5,; 406-A3,406-A3,; 406-A7,406-A7,; 406-BK1,406-BK1,; 406-BK2,406-BK2,; 406-DHL-A3,406-DHL-A3,; 406-DHL-A7,406-DHL-A7,; 406-DHL-BK1,406-DHL-BK1,; 406-DHL-BK2,406-DHL-BK2,; 406-DHL-MD2,406-DHL-MD2,; 406-DHL-MD5,406-DHL-MD5,; 406-M252,406-M252,; 406-MD1,406-MD1,; 406-MD1-CP,406-MD1-CP,; 406-MD2,406-MD2,; 406-MD2-CP,406-MD2-CP,; 406-MD2-CP2,406-MD2-CP2,; 406-MD2-CP5,406-MD2-CP5,; 406-MD5,406-MD5,; 406-MD6,406-MD6,; 406CA-A3,406CA-A3,; 406CA-A7,406CA-A7,; 406CA-DHL-A3,406CA-DHL-A3,; 406CA-DHL-GC1,406CA-DHL-GC1,; 406CA-GC1,406CA-GC1,; 406CA-M261,406CA-M261,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	5.7		5.7	33.3	27.3	27.8	1.8	R-404A	5/16/2011	12/3/2012
The Delfield Company	Delfield	4432N	4432N	"4432N-A107,4432N-A107,; 4432N-A121,4432N-A121,; 4432N-A37,4432N-A37,; 4432N-A8,4432N-A8,; 4432N-DHL,4432N-DHL,; 4432N-M319,4432N-M319,; 4432N-M331,4432N-M331,; 4432N-MD1,4432N-MD1,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	10.1		10.1	36	32	31.5	2.3	R-404A	1/1/2005	12/3/2012
The Delfield Company	Delfield	4448N	4448N	"4448N-A109,4448N-A109,; 4448N-A225,4448N-A225,; 4448N-A362,4448N-A362,; 4448N-A43,4448N-A43,; 4448N-A61,4448N-A61,; 4448N-A668,4448N-A668,; 4448N-A8,4448N-A8,; 4448N-D13,4448N-D13,; 4448N-M191,4448N-M191,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	16		16	36	48	31.5	2.61	R-404A	1/1/2005	12/3/2012
The Delfield Company	Delfield	4460N	4460N	"4460N-A107,4460N-A107,; 4460N-A109,4460N-A109,; 4460N-A225,4460N-A225,; 4460N-A8,4460N-A8,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	20.2		20.2	36	60	31.5	2.75	R-404A	12/20/2008	12/3/2012
The Delfield Company	Delfield	4464N	4464N	"4464N-A361,4464N-A361,; 4464N-A8,4464N-A8,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	21.6		21.6	36	64	31.5	2.83	R-404A	2/12/2010	12/3/2012
The Delfield Company	Delfield	4472N	4472N	"4472N-A109,4472N-A109,; 4472N-A471,4472N-A471,; 4472N-A8,4472N-A8,; 4472N-D2,4472N-D2,; 4472N-D22,4472N-D22,; ST4472N-A109,ST4472N-A109,; ST4472N-A121,ST4472N-A121,; ST4472N-A225,ST4472N-A225,; ST4472N-A37,ST4472N-A37,; ST4472N-A563,ST4472N-A563,; ST4472N-A777,ST4472N-A777,; ST4472N-A8,ST4472N-A8,; ST4472N-D2,ST4472N-D2,; ST4472N-D2-A362,ST4472N-D2-A362,; ST4472N-D2-A697,ST4472N-D2-A697,; ST4472N-D2-A8,ST4472N-D2-A8,; ST4472N-D22,ST4472N-D22,; ST4472N-D25,ST4472N-D25,; UC4472N-A225,UC4472N-A225,; UC4472N-A341,UC4472N-A341,; UC4472N-A361,UC4472N-A361,; UC4472N-A590,UC4472N-A590,; UC4472N-A8,UC4472N-A8,; UC4472N-D15,UC4472N-D15,; UC4472N-D2,UC4472N-D2,; UC4472N-D2-A361,UC4472N-D2-A361,; UC4472N-D2-A8,UC4472N-D2-A8,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	3	Hinged	24.8		24.8	36	72	31.5	3.11	R-404A	3/3/2010	12/3/2012
The Delfield Company	Delfield	6025XL-G	6025XL-G	"6025XL-G-18,6025XL-G-18,; 6025XL-G-32,6025XL-G-32,; 6025XL-G-33,6025XL-G-33,; 6025XL-G-39,6025XL-G-39,; 6025XL-G-42,6025XL-G-42,; 6025XL-G-47,6025XL-G-47,; 6025XL-G-53,6025XL-G-53,; 6025XL-G-MD1,6025XL-G-MD1,; 6025XL-G-WH1,6025XL-G-WH1,; 6025XL-G-WH2,6025XL-G-WH2,; 6025XL-G-WH6,6025XL-G-WH6,; 6025XL-G3,6025XL-G3,; 6025XL-G3-18,6025XL-G3-18,; 6025XL-G3-33,6025XL-G3-33,; 6025XL-G3-47,6025XL-G3-47,; 6025XL-G3-53,6025XL-G3-53,"	Glass Door Refrigerator Cabinet	Vertical		Automatic	1	0	Hinged	19.5	19.5	0	79.5	25.5	32.8	3.68	R-404A	6/1/2011	12/3/2012
The Delfield Company	Delfield	6025XL-GH	6025XL-GH	"6025XL-GH-32,6025XL-GH-32,; 6025XL-GH-33,6025XL-GH-33,; 6025XL-GH-39,6025XL-GH-39,; 6025XL-GH-47,6025XL-GH-47,; 6025XL-GH-HH1,6025XL-GH-HH1,; 6025XL-GH-HH2,6025XL-GH-HH2,; 6025XL-GH-MD1,6025XL-GH-MD1,; 6025XL-GH12,6025XL-GH12,; 6025XL-GH12-33,6025XL-GH12-33,; 6025XL-GH12-47,6025XL-GH12-47,; 6025XL-GH12-48,6025XL-GH12-48,"	Glass Door Refrigerator Cabinet	Vertical		Automatic	2	0	Hinged	19.4	19.4	0	79.5	25.5	32.8	3.62	R-404A	6/1/2011	12/3/2012
The Delfield Company	Delfield	6025XL-S	6025XL-S	"6025XL-S-14,6025XL-S-14,; 6025XL-S-18,6025XL-S-18,; 6025XL-S-20,6025XL-S-20,; 6025XL-S-40,6025XL-S-40,; 6025XL-S-41,6025XL-S-41,; 6025XL-S-48,6025XL-S-48,; 6025XL-S-51,6025XL-S-51,; 6025XL-S-53,6025XL-S-53,; 6025XL-S-M231,6025XL-S-M231,; 6025XL-S-M324,6025XL-S-M324,; 6025XL-S-M325,6025XL-S-M325,; 6025XL-S-MD5,6025XL-S-MD5,; 6025XL-S-STAR1,6025XL-S-STAR1,; 6025XL-S-WAG1,6025XL-S-WAG1,; 6025XL-S-WH1,6025XL-S-WH1,; 6025XL-S-WH2,6025XL-S-WH2,; 6025XL-S4,6025XL-S4,; 6025XL-S4-14,6025XL-S4-14,; 6025XL-S4-18,6025XL-S4-18,; 6025XL-S4-20,6025XL-S4-20,; 6025XL-S4-48,6025XL-S4-48,; 6025XL-S4-51,6025XL-S4-51,; 6025XL-S4-53,6025XL-S4-53,; 6025XL-S4-M227,6025XL-S4-M227,; 6025XL-S4-M324,6025XL-S4-M324,; 6025XL-S4-WAG1,6025XL-S4-WAG1,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	20.4	0	20.4	79.5	25.5	32.8	2.48	R-404A	6/1/2011	12/3/2012
The Delfield Company	Delfield	6025XL-SH	6025XL-SH	"6025XL-SH-18,6025XL-SH-18,; 6025XL-SH-HH1,6025XL-SH-HH1,; 6025XL-SH-HH2,6025XL-SH-HH2,; 6025XL-SH-MD1,6025XL-SH-MD1,; 6025XL-SH-RB1,6025XL-SH-RB1,; 6025XL-SH-RB2,6025XL-SH-RB2,; 6025XL-SH-WAG1,6025XL-SH-WAG1,; 6025XL-SH1,6025XL-SH1,; 6025XL-SH1-18,6025XL-SH1-18,; 6025XL-SH1-40,6025XL-SH1-40,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	20.3	0	20.3	79.5	25.5	32.8	2.7	R-404A	6/1/2011	12/3/2012
The Delfield Company	Delfield	6025XL-SH-MD1	6025XL-SH-MD1	"6025XL-SH1-MD1,6025XL-SH1-MD1,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	20.3	0	20.3	79.5	25.5	32.8	2.63	R-404A	6/1/2011	12/3/2012
The Delfield Company	Delfield	6051XL-G	6051XL-G	"6051XL-G-18,6051XL-G-18,; 6051XL-G-33,6051XL-G-33,; 6051XL-G-39,6051XL-G-39,; 6051XL-G-47,6051XL-G-47,; 6051XL-G-48,6051XL-G-48,; 6051XL-G-RB1,6051XL-G-RB1,; 6051XL-G21,6051XL-G21,; 6051XL-G21-47,6051XL-G21-47,; 6051XL-G42,6051XL-G42,; 6051XL-G42-47,6051XL-G42-47,; 6051XL-G90,6051XL-G90,"	Glass Door Refrigerator Cabinet	Vertical		Automatic	2	0	Hinged	43.26	43.26	0	79.5	51	32.8	6.18	R-404A	6/1/2011	12/3/2012
The Delfield Company	Delfield	6051XL-GH	6051XL-GH	"6051XL-GH-32,6051XL-GH-32,; 6051XL-GH-39,6051XL-GH-39,; 6051XL-GH-47,6051XL-GH-47,; 6051XL-GH32-39,6051XL-GH32-39,"	Glass Door Refrigerator Cabinet	Vertical		Automatic	4	0	Hinged	43.05	43.05	0	79.5	51	32.8	6.21	R-404A	6/1/2011	12/3/2012
The Delfield Company	Delfield	6051XL-S	6051XL-S	"6051XL-S-14,6051XL-S-14,; 6051XL-S-18,6051XL-S-18,; 6051XL-S-20,6051XL-S-20,; 6051XL-S-34,6051XL-S-34,; 6051XL-S-35,6051XL-S-35,; 6051XL-S-40,6051XL-S-40,; 6051XL-S-41,6051XL-S-41,; 6051XL-S-46,6051XL-S-46,; 6051XL-S-48,6051XL-S-48,; 6051XL-S-53,6051XL-S-53,; 6051XL-S-M231,6051XL-S-M231,; 6051XL-S-M324,6051XL-S-M324,; 6051XL-S-M326,6051XL-S-M326,; 6051XL-S-M341,6051XL-S-M341,; 6051XL-S-STAR1,6051XL-S-STAR1,; 6051XL-S-WAG1,6051XL-S-WAG1,; 6051XL-S15,6051XL-S15,; 6051XL-S15-18,6051XL-S15-18,; 6051XL-S16,6051XL-S16,; 6051XL-S16-51,6051XL-S16-51,; 6051XL-S5,6051XL-S5,; 6051XL-S5-M341,6051XL-S5-M341,; 6051XL-S50,6051XL-S50,; 6051XL-S55,6051XL-S55,; 6051XL-S63,6051XL-S63,; 6051XL-S97,6051XL-S97,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	42.13	0	42.13	79.5	51	32.8	3.61	R-404A	6/1/2011	12/3/2012
The Delfield Company	Delfield	6051XL-SH	6051XL-SH	"6051XL-SH-14,6051XL-SH-14,; 6051XL-SH-18,6051XL-SH-18,; 6051XL-SH-34,6051XL-SH-34,; 6051XL-SH-48,6051XL-SH-48,; 6051XL-SH-MD1,6051XL-SH-MD1,; 6051XL-SH33,6051XL-SH33,; 6051XL-SH33-19,6051XL-SH33-19,; 6051XL-SH41,6051XL-SH41,; 6051XL-SH71,6051XL-SH71,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	4	Hinged	41.94	0	41.94	79.5	51	32.8	3.74	R-404A	6/1/2011	12/3/2012
The Delfield Company	Delfield	6051XL-S-WH1	6051XL-S-WH1	"6051XL-S-WH2,6051XL-S-WH2,; 6051XL-S-WH5,6051XL-S-WH5,; 6051XL-S-WH6,6051XL-S-WH6,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	42.13	0	42.13	79.5	51	32.8	3.65	R-404A	6/1/2011	12/3/2012
The Delfield Company	Delfield	F18WC39	F18WC39	"18WC39,18WC39,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	7.56			36	39	31.5	1.65	R-404A	5/11/2011	9/19/2012
The Delfield Company	Delfield	F18WC47	F18WC47	"18WC47,18WC47,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	10.23			36	47	31.5	1.9	R-404A	5/11/2011	9/19/2012
The Delfield Company	Delfield	F18WC52	F18WC52	"18WC52,18WC52,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	12.14			36	52	31.5	1.9	R-404A	5/11/2011	9/19/2012
The Delfield Company	Delfield	F18WC68	F18WC68	"18WC68,18WC68,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	18.1			36	68	31.5	1.71	R-404A	5/11/2011	9/19/2012
