Manufacturer	Model Number	Rough Shape	Exact Lamp Shape 	Wattage	Color Temperature	Length (in inches)	Width (in inches)	Light Quality CRI	Base Type	Lumens
GE	F96T8/SPX50/HO	linear		86	4870	96		79		8342
GE	F96T12/SP65HO/WM	linear		95	6310	96		73		8436
GE	F96T8/XL/SPX35/2*	linear		60.4	3378	96		83.2		6003.76
GE	F96T8/XL/SPX41/2*	linear		60.6	3942	96		81.7		5993.34
GE	F96T12XL/HL41/WM	linear		60.42	3955	96		82.1		6095.1696
GE	F96T12XL/HL41/WM/UPC	linear		60.42	3955	96		82.1		6095.1696
GE	F96T12/TV/GB/UPC	linear		60.42	3955	96		82.1		6095.1696
Philips	F96T8/TL841 PLUS*	linear		60.6	3942	96		81.7		5993.34
Philips	F96T8/TL835 PLUS*	linear		60.4	3378	96		83.2		6003.76
SYLVANIA	22147	linear		59	2960	96		84.2		5900
SYLVANIA	22100	linear		54	3380	96		84.3		5826.6
SYLVANIA	22036	linear		59	2920	96		84.7		5823.3
SYLVANIA	21423	linear		54	3330	96		84.2		5410.8
SYLVANIA	22149; 27744	linear		59	3980	96		81.9		5876.4
SYLVANIA	22034	linear		59	3350	96		84.7		6041.6
SYLVANIA	22032	linear		59	3960	96		83.6		5817.4
SYLVANIA	21424	linear		54	3940	96		82.8		5248.8
OSRAM	22112	linear		59	3980	96		81.9		5876.4
GE	F96T8/XL/SP41/WMP	linear		54	3970	96		83		5594.4
GE	F96T8/XL/SP35/WMP	linear		54	3350	96		84		5599.8
GE	F96T8/XL/SPP41	linear		59	4000	96		82		5723
GE	F96T8/XL/SPP35	linear		59	3420	96		83		5723
GE	F96T8/XL/SPX41	linear		59	3970	96		82		5841
GE	F96T8/XL/SPX35	linear		59	3410	96		84		5841
GE	F96T8/XL/SPX30	linear		59	2930	96		84		5841
GE	F96T8/54W/SPP41	linear		54	3990	96		82		5238
GE	F96T8/54W/SPP35	linear		54	3330	96		83		5238
True-Value	F96T12/TV/GB	linear		60	4040	96		81		5880
GE	F96T12XL/HL41/WM	linear		60	4040	96		81		5880
GE	F96T12XL/HL35/WM	linear		60	3370	96		82		5880
GE	F96T12/SPX35/WM/ECO	linear		60	3290	96		83		5838
GE	F96T8/XL/SPX50/2*	linear		60.9	4944	96		79.7		5937.75
GE	F96T12XL/HL65/WM	linear		60.4	6031	96		82.1		5718.672
SYLVANIA	27759	linear		59	6240	96		77.7		5581.4
OSRAM	27896	linear		59	6240	96		77.7		5581.4
Premium Life	F96T8/WITEX8550/Premium LDI*	linear		60.9	4944	96		79.7		5937.75
PQL	F96T8/SKY-Brite PLUS	linear		60.9	4944	96		79.7		5937.75
Philips	F96T8/TL865*	linear		60.3	6199	96		80.4		5981.76
Philips	F96T8/TL850 PLUS*	linear		60.9	4944	96		79.7		5937.75
SYLVANIA	22347	linear		54	4800	96		79.9		5513.4
SYLVANIA	22174	linear		59	4750	96		82.8		5693.5
GE	F96T8/XL/SP65WMP	linear		54	6220	96		75		5400
GE	F96T8/XL/SP50WMP	linear		54	4960	96		80		5292
GE	F96T8/XL/SPP50	linear		59	4930	96		79		5723
GE	F96T8/XL/SPX50	linear		59	4920	96		80		5841
GE	F96T12XL/HL50/WM	linear		60	4840	96		80		5880
GE	F96T12XL/HL65/WM	linear		60	6450	96		76		5700
Philips	43A19/EV/NTL/120*			42.53				97.8		
Ecosmart	EcoSmart 43W A19 120V NTL*			42.53				97.8		
Up & Up	Q29A/W/4/TAR			28.39				99.75		
Up & Up	Q43A/W/4/TAR			42.05				99.7		
Do it Best	53A19/SW/DIB/MS 120V			52.3				99.5		
Do it Best	72A19/SW/DIB 120V			71.52				99.9		
Do it Best	43A19/SW/DIB 120V			42.5				99.6		
Ecosmart	EcoSmart 72W A19 120V CL*			71.52				99.9		
Ecosmart	EcoSmart 72W A19 120V SW*			71.52				99.9		
Ecosmart	EcoSmart 72W A19 120V NTL*			71				98.1		
Ecosmart	EcoSmart 43W A19 120V SW*			42.5				99.6		
Ecosmart	EcoSmart 29W A19 120V SW*			28.26				99.6		
Philips	72/A19/MS/120*			71.2				99.3		
Philips	72/A19/120 SW			71.52				99.9		
Philips	72/A19/NTL/120V			71				98.1		
Philips	53_A19_MS_120V_850lm			52				99.3		
Philips	53W_A19_MS_120 1000 hour*			52.3				99.5		
Philips	43A19/EV/120V CL*			42.5				99.6		
Philips	43A19/EV/120V SW*			42.5				99.6		
Philips	29A19/120 SW*			28.26				99.6		
Control	72A/H/MSP CB			71.1				99.1		
DG Home	72A/H/MSP DG			71.1				99.1		
EDL	72A/H/SW EDL			71.4				99.7		
Home	72A/H/MSP RA			71.1				99.1		
Smart Living	72A/H/MSP SL			71.1				99.1		
GE	72A/H/MSP/XSW			71.1				99.1		
GE	72A/H/CL			71.4				99.7		
GE	72A/H/RVL CL			71				82.7		
GE	72A/H/MSP/LL50			71.2				99.2		
GE	72A/H/MSP/HL			71.6				99.5		
HOME	72A/H/CL RA			71.4				99.7		
GE	72A/H/MSP/2X/USW			71.7				99.1		
GE	72A/H/SW			71.4				99.7		
GE	72A/H/SW DG			71.4				99.7		
Home Depot	52604			71.91				99.25		
SYLVANIA	50044, 52582, 52636, 10457, 52588, 52600, 52630			71.62				99.98		
Great Value	52618, 52690			71.85				99.21		
SHOPRITE	52625			71.85				99.21		
SuperValu	52616			71.85				99.21		
Topco	52664			71.85				99.21		
HEB	52713			71.62				99.98		
Feit Electric	Q72A/W/DL/4			71.06				99.5		
Up & Up	Q72A/W/4/TAR			70.87				99.79		
Our Family	Q72A/W/4/OF			70.87				99.79		
Living Solutions	Q72A/W/2/WGLS			70.87				99.79		
Feit Electric	Q72A/W/2			70.87				99.79		
Utilitech	LQ72A/W/2			70.87				99.79		
Westinghouse	36835			71.96				99.7		
Westinghouse	5105			71.42				99.8		
Philips	53W/A19/EV/NTL/120*			51.16				98.1		
Up & Up	Q53A/W/4/TAR			52.25				99.7		
Do it Best	29A19/SW/DIB 120V			28.26				99.6		
Ecosmart	EcoSmart 43WA19 120V CL*			42.5				99.6		
Ecosmart	EcoSmart 29W A19 120V CL*			28.26				99.6		
Philips	43F15/EV/CL 120*			42.3				100		
Philips	72/A19/120 CL*			71.52				99.9		
Philips	53W_A19_MS_120 DL*			52.1				99.4		
Philips	43A19/MS/120*			42.4				99.2		
Philips	29A19/MS/120*			28.2				99.3		
Philips	29A19/120 CL*			28.26				99.6		
CVS	72A/H/MSP CVS			71.1				99.1		
EDL	72A/H/MSP EDL			71.1				99.1		
GE	72A/H/MSP/USW			71.1				99.1		
EDL	72A/H/LH CO EDL			71				96.5		
GE	72A/H/RVL/LL50			71.2				83.4		
GE	72A/H/RVL SW			71				82.7		
EDL	72A/H/CL EDL			71.4				99.7		
GE	72A/H/MSP/LL25			71.2				99.2		
GE	72A/H/MSP/2X			71.7				99.1		
GE	72A/H/MSP			71.1				99.1		
Best Choice	72A/H/MSP BCH			71.1				99.1		
Eiko	72A/CL/H-120V			70.81				99.9		
SYLVANIA	52551, 16024, 17037			71.96				99.33		
SYLVANIA	52258			71.91				99.25		
Home Depot	52608			71.96				99.33		
Great Value	52682			71.62				99.98		
Hannaford	10455			71.85				99.21		
SYLVANIA	52622, 19010, 50006, 52633, 52612, 52580, 52670, 52669, 17041, 52258			71.85				99.21		
Home Depot	58295, 58293			71.62				99.98		
Western Family	Q72A/W/4/WF			70.87				99.79		
Signature Home	Q72A/W/4/SH			70.87				99.79		
Ace	Q72A/W/4/ACE			70.87				99.79		
Feit Electric	Q72A/W/4			70.87				99.79		
Feit Electric	Q72A/CL/D/2			70.2				86.3		
Feit Electric	Q72A/CL/2			70.54				99.72		
Westinghouse	36801			71.42				99.8		
Westinghouse	36877			71.42				99.8		
Sun Light	SL-A15-CL-E26			40				99.8		
DG HOME	442272B2			72				100		
DG HOME	442253B2			53				100		
DG HOME	442243B2			43				100		
DG HOME	442229B2			29				100		
Philips	100PAR38/IRC+/FLOOD25/120*	bulbous		99.5						2059.65
Philips	100PAR38/IRC+/SP10/120*	bulbous		99.5						2059.65
Philips	100PAR38/IRC+/WFL40/120*	bulbous		99.5						2059.65
Philips	40PAR30S/IRC/FLOOD25/120*	bulbous		40.4						690.84
Philips	40PAR30S/IRC/FL25/120*	bulbous		40.4						690.84
Philips	40PAR38/IRC/FL25/120*	bulbous		40.3						733.46
Philips	50PAR38/IRCE/FL25/120*	bulbous		50.3						930.55
Philips	53PAR30L/EV/SP10/120*	bulbous		53.8						984.54
Philips	53PAR30L/EV/FL25/120*	bulbous		53.8						984.54
Philips	53PAR30L/EV/WFL40/120*	bulbous		53.8						984.54
Philips	53PAR30S/IRC+/WFL40/120*	bulbous		54.1						946.75
Philips	53PAR30S/IRC+/FL25/120*	bulbous		54.1						946.75
Philips	53PAR30S/IRC+/SP10/120*	bulbous		54.1						946.75
Philips	53PAR38/EV/FL25/120*	bulbous		53.7						1036.41
Philips	53PAR38/IRC+/FL25/120*	bulbous		53.7						1036.41
Philips	55PAR30S/IRC+/WFL40/120*	bulbous		53.4						945.18
Philips	55PAR30S/IRC+/FL25/120*	bulbous		53.4						945.18
Philips	55PAR30S/IRC+/SP10/120*	bulbous		53.4						945.18
Philips	55PAR38/IRC+/FL25/120*	bulbous		53.8						1054.48
Philips	55PAR38/IRC+/WFL40/120*	bulbous		53.8						1054.48
Philips	70PAR38/IRC/WFL40/120*	bulbous		71.1						1429.11
Philips	70PAR38/IRC/EV/FL25/120*	bulbous		71.1						1429.11
Philips	70PAR38/IRC/EV/SP10/120*	bulbous		71.1						1429.11
Philips	70PAR38/IRC/FL25/120*	bulbous		71.1						1429.11
Philips	70PAR38/IRC/FLOOD25/120*	bulbous		71.1						1429.11
Philips	72PAR38/EV/FL25/120*	bulbous		73.3						1444.01
Philips	83PAR38/IRC+/FL25/120*	bulbous		84.9						1748.94
Philips	83PAR38/IRC+/WFL40/120*	bulbous		84.9						1748.94
Philips	83PAR38/HAL/EV/FL25/120*	bulbous		84.9						1748.94
Philips	53PAR30S/EV/FL25/120*	bulbous		54.1						946.75
Philips	53PAR30S/EV/SP10/120*	bulbous		54.1						946.75
Doit Best	72PAR38/EV/FL25/120*	bulbous		73.3						1444.01
GE	70PAR HIR+ 3K SP8	bulbous		70						1379
GE	75PARHIR+8KFL25	bulbous		75						1447.5
GE	75PARHIR+8KSP10	bulbous		75						1447.5
GE	80PARHIR+3KF25	bulbous		80						1568
GE	80PARHIR+3KS10	bulbous		80						1568
GE	83PAR/HIR+/FL25	bulbous		83						1909
GE	83PAR/HIR+/SP10	bulbous		83						1909
GE	45PAR/HIR+/FL25	bulbous		45						765
GE	45PAR/HIR+/SP10	bulbous		45						765
GE	48PAR/HIR+/FL25	bulbous		48						864
GE	48PAR/HIR+/SP10	bulbous		48						864
GE	48PAR30L/HIR+/FL	bulbous		48						825.6
GE	48PAR30L/HIR+/SP	bulbous		48						825.6
GE	48PAR30HIR+/FL30	bulbous		48						864
GE	48PAR30HIR+/NFL	bulbous		48						864
GE	48PAR30HIR+/SP10	bulbous		48						864
GE	50PARHIR+3KFL25	bulbous		50						920
GE	50PARHIR+3KSP10	bulbous		50						920
GE	53PARHIR+XL/FL25	bulbous		53						927.5
GE	53PARHIR+XL/SP10	bulbous		53						927.5
GE	55PAR/HIR+/FL25	bulbous		55						1017.5
GE	55PAR/HIR+/WFL	bulbous		55						1017.5
GE	55PAR/HIR+/SP10	bulbous		55						1017.5
GE	90PARH1500FL25	bulbous		90						1881
GE	60PAR/HIR+/FL25	bulbous		60						1182
GE	90PARH1500SP10	bulbous		90						1881
GE	60PAR/HIR+/SP10	bulbous		60						1182
GE	60PARH1500FL	bulbous		60						1146
Westpointe	90PARH1500FL25 TV	bulbous		90						1881
GE	90PARHIR+3KFL25	bulbous		90						1872
GE	90PARHIR+3KSP10	bulbous		90						1872
Ace	60PARH1500FL25 ACE	bulbous		60						1146
GE	60PARH1500FL25	bulbous		60						1146
GE	60PARH1500SP10	bulbous		60						1146
Westpointe	60PARH1500FL25 TV	bulbous		60						1146
GE	67PAR/HIR+/FL25	bulbous		67						1326.6
GE	67PAR/HIR+/SP10	bulbous		67						1326.6
GE	70PAR HIR+ 3K FL25	bulbous		70						1379
GE	70PAR HIR+ 3K SP10	bulbous		70						1379
SYLVANIA	16747; 16748; 16749; 16750; 16751; 16639; 16639	bulbous		80						1584
SYLVANIA	16737; 16738; 16739; 16740	bulbous		60						1092
SYLVANIA	16582; 16583; 16734; 16735	bulbous		50						860
SYLVANIA	16603; 16604	bulbous		60						1086
SYLVANIA	16151; 16152	bulbous		50						875
SYLVANIA	16128; 16127; 16129	bulbous		60						1104
SYLVANIA	16737; 16738; 16739; 16740	bulbous		60						1092
Domestix	16666	bulbous		70						1351
GREAT VALUE	16694	bulbous		70						1351
GREAT VALUE	16695	bulbous		80						1584
SYLVANIA	55157;55158	bulbous		90						1809
SYLVANIA	16601; 16602	bulbous		50						860
SYLVANIA	16565; 16566; 16567	bulbous		50						860
SYLVANIA	16137; 16138; 16124; 16125; 16126	bulbous		50						900
SYLVANIA	16166; 16167; 16168; 16169; 16170; 16173; 16131	bulbous		60						1074
SYLVANIA	16590; 16591; 16592; 16636; 16635; 16742; 16743; 16744; 16745; 16746	bulbous		70						1351
SYLVANIA	16584; 16585; 16586; 16587; 14468; 16632	bulbous		60						1074
SYLVANIA	52385	bulbous		80						1584
SYLVANIA	16558; 16557; 16559; 16560; 16561; 16622; 16623	bulbous		60						1110
SYLVANIA	16139; 16140; 16142; 16632	bulbous		60						1080
Eiko	70PAR38/H/WFL-120V	bulbous		70						1428
Eiko	70PAR38/H/SP-120V	bulbous		70						1428
Eiko	70PAR38/H/FL-120V	bulbous		70						1428
Eiko	60PAR38/H/WFL-120V	bulbous		60						1108.8
Eiko	60PAR38/H/SP-120V	bulbous		60						1108.8
Eiko	60PAR38/H/FL-120V	bulbous		60						1108.8
Eiko	60PAR30LN/H/SP-120V	bulbous		60						1159.8
Eiko	60PAR30LN/H/NFL-120V	bulbous		60						1159.8
Eiko	60PAR30LN/H/FL-120V	bulbous		60						1159.8
Eiko	60PAR30/H/SP-120V	bulbous		60						1155.6
Eiko	60PAR30/H/NFL-120V	bulbous		60						1155.6
Eiko	60PAR30/H/FL-120V	bulbous		60						1155.6
Eiko	IR71PAR38/SP	bulbous		71						1476.8
Eiko	IR71PAR38/FL	bulbous		71						1476.8
Eiko	IR53PAR38/FL	bulbous		53						1109.29
Eiko	IR53PAR30LN/WFL	bulbous		53						1119.36
Eiko	IR53PAR30LN/SP	bulbous		53						1119.36
Eiko	IR53PAR30LN/NFL	bulbous		53						1119.36
Eiko	IR53PAR30/SP	bulbous		53						1160.17
Eiko	IR53PAR30/NFL	bulbous		53						1160.17
Eiko	IR53PAR30/FL	bulbous		53						1160.17
Eiko	75PAR38/H/NSP-130V	bulbous		75						1059
Eiko	65PAR38/H/FL-120V	bulbous		65						902.85
Eiko	IR53PAR38/SP	bulbous		53						1109.29
Eiko	60PAR38/H/WFL-130V	bulbous		60						817.8
Enviro-Lume	92033			43						712.94
Enviro-Lume	96041			53						1134.73
Enviro-Lume	92057			70						1311.8
Enviro-Lume IR	96057			53						1050.99
Enviro-Lume	92041			60						1113
Enviro-Lume	92049			60						1110
Feit Electric	85PAR38/QFL/ES	bulbous		86						1788.8
Ace	85PAR38/QFL/2/ACE	bulbous		86						1788.8
Western Family	70PAR38/QFL/WF(F)	bulbous		70.91						1457.9096
Feit Electric	70PAR38/QFL/ES/2(F)	bulbous		70.91						1457.9096
Feit Electric	70PAR38/QFL/ES(F)	bulbous		70.91						1457.9096
Ace	70PAR38/QFL/2/ACE	bulbous		70.91						1457.9096
Western Family	70PAR38/QFL/WF	bulbous		70						1379
Feit Electric	70PAR38/QFL/ES/2	bulbous		70						1379
Feit Electric	70PAR38/QFL/ES	bulbous		70						1379
Ace	55PAR38/QFL/2/ACE	bulbous		56						1036
Feit Electric	55PAR38/QFL/ES/2	bulbous		56						1036
Feit Electric	55PAR38/QFL/ES	bulbous		56						1036
Feit Electric	55PAR30/S/QFL/ES	bulbous		55						1006.5
Feit Electric	55PAR30/L/QFL/ES/2	bulbous		56						996.8
Feit Electric	55PAR30/L/QFL/ES	bulbous		56						996.8
Westinghouse	36861			55						996.05
Westinghouse	3683600			70						1311.8
Westinghouse	3683700			70						1330
Westinghouse	3685500			70						1330
Westinghouse	3683800			60						1084.2
Westinghouse	3683900			60						1083.6
Westinghouse	3684100			60						1110
Westinghouse	3685700			60						1110
Westinghouse	3684200			60						1182.6
Westinghouse	3685400			60						1182.6
Westinghouse	3684500			60						1113
Westinghouse	3684600			60						1158
Westinghouse	3685900			70						1311.8
Westinghouse	36836			70						1311.8
Westinghouse	36837			70						1330
Westinghouse	36855			70						1330
Westinghouse	36838			60						1084.2
Westinghouse	36839			60						1083.6
Westinghouse	36841			60						1110
Westinghouse	36857			60						1110
Westinghouse	36842			60						1182.6
Westinghouse	36854			60						1182.6
Westinghouse	36845			60						1113
Westinghouse	36846			60						1158
Westinghouse	36859			70						1311.8
Bulbrite	H60PAR30FL/ECO	bulbous		60						1103.4
Bulbrite	H60PAR30FL/L/ECO	bulbous		60						1132.2
Bulbrite	H60PAR38FL/ECO	bulbous		60						1108.8
Bulbrite	H70PAR38FL/ECO	bulbous		70						1343.3
Bulbrite	H60PAR30SP/ECO	bulbous		60						1117.2
Bulbrite	H60PAR30WF/ECO	bulbous		60						1117.2
Bulbrite	H60PAR30SP/L/ECO	bulbous		60						1082.4
Bulbrite	H60PAR30WF/L/ECO	bulbous		60						1082.4
Bulbrite	H60PAR38SP/ECO	bulbous		60						1075.2
Bulbrite	H60PAR38WF/ECO	bulbous		60						1075.2
Bulbrite	H70PAR38SP/ECO	bulbous		70						1306.9
Bulbrite	H70PAR38WF/ECO	bulbous		70						1306.9
Bulbrite	H60PAR30SP/ECO/2PK	bulbous		60						1117.2
Bulbrite	H70PAR38SP/ECO/2PK	bulbous		70						1306.9
